PLANTAORIGEN,FECHADESPACHO,C_ID_VIAJE,FECHAVIAJE,C_CLIENTE,D_CLIENTE,ID_ESTADO,ESTADO,D_EMPRESA_TRANSPORTISTA,C_ID_CONDUCTOR,NOM_APE_COND,TIPO_SERVICIO,TIPOCAMION,TIPOTRANSPORTE,TIPO_PRODUCTO,TIPO_FORMA,CANT_PROGRAMADA,F_PRESENTACION,F_LLEGADANAVE,F_EGRESONAVE,F_INGRESOPLANTA,F_PESAJEENTRADA,F_ASIGVIAJE,F_INICIOCARGABULTO,F_FINCARGA,F_PESAJESALIDA,TIPO_ASIGNACION,C_PLANTA,D_PLANTA,TIPO_PERMISO,PESO_NETO,CAP_MAXIMA,ZONA_DESTINO,CUIDAD
Guerrero,11/11/2022 20:18:43,47231703,11-11-2022 17:23:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,33.959,11-11-2022 17:58:12,11-11-2022 19:54:10,11-11-2022 19:56:07,11-11-2022 17:58:14,11-11-2022 18:11:04,11-11-2022 18:00:30,11-11-2022 19:54:36,11-11-2022 19:56:07,11-11-2022 20:18:43,MANUAL,GUE,Guerrero,Traslado Externo,34000,54.000,0,Monterrey
Guerrero,11/12/2022 15:27:35,47245557,15-11-2022 11:17:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,36.458,12-11-2022 13:33:53,12-11-2022 14:57:45,12-11-2022 15:11:09,12-11-2022 13:33:54,12-11-2022 13:35:59,12-11-2022 13:37:54,12-11-2022 14:57:48,12-11-2022 15:11:09,12-11-2022 15:27:35,MANUAL,GUE,Guerrero,Traslado Externo,36450,54.000,0,Monterrey
Guerrero,11/13/2022 08:50:33,47245578,14-11-2022 11:17:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,36.018,13-11-2022 07:50:42,13-11-2022 08:37:07,13-11-2022 08:37:34,13-11-2022 07:50:43,13-11-2022 07:52:33,13-11-2022 07:53:50,13-11-2022 08:37:13,13-11-2022 08:37:34,13-11-2022 08:50:33,MANUAL,GUE,Guerrero,Traslado Externo,35920,54.000,0,Monterrey
Guerrero,11/13/2022 18:22:52,47266752,13-11-2022 16:07:00,H000126500,CLIENTE177,019,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,21.16,13-11-2022 16:24:56,13-11-2022 18:03:31,13-11-2022 18:12:40,13-11-2022 16:25:01,13-11-2022 16:45:26,13-11-2022 17:11:26,13-11-2022 18:03:33,13-11-2022 18:12:40,13-11-2022 18:22:52,MANUAL,GUE,Guerrero,Cliente ENVIA,21150,54.000,0,GRAL ESCOBEDO
Guerrero,11/15/2022 00:26:30,47277377,14-11-2022 23:59:00,,CLIENTE200,19,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,21.1,14-11-2022 21:04:39,14-11-2022 22:43:11,15-11-2022 00:08:29,14-11-2022 21:04:40,14-11-2022 21:06:33,14-11-2022 21:54:50,14-11-2022 22:43:15,15-11-2022 00:08:29,15-11-2022 00:26:30,MANUAL,GUE,Guerrero,Traslado Externo,21050,54.000,0,Gral. Escobedo
Guerrero,11/16/2022 01:20:07,47314653,15-11-2022 22:29:00,,CLIENTE132,19,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,32.984,16-11-2022 00:40:23,16-11-2022 00:56:58,16-11-2022 01:05:06,16-11-2022 00:40:24,16-11-2022 00:46:47,16-11-2022 00:43:52,16-11-2022 00:56:59,16-11-2022 01:05:05,16-11-2022 01:20:07,MANUAL,GUE,Guerrero,Traslado Externo,33070,54.000,0,Cienega de Flores
Guerrero,11/16/2022 12:17:18,47321807,16-11-2022 09:30:00,,CLIENTE132,19,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,34.722,16-11-2022 10:00:47,16-11-2022 11:51:30,16-11-2022 11:51:56,16-11-2022 10:00:48,16-11-2022 10:02:16,16-11-2022 10:01:13,16-11-2022 11:51:32,16-11-2022 11:51:56,16-11-2022 12:17:17,AUTOMATICA,GUE,Guerrero,Traslado Externo,34710,54.000,0,Cienega de Flores
Guerrero,11/18/2022 11:23:15,47365244,18-11-2022 23:59:00,H010505607,CLIENTE156,019,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,20.19,18-11-2022 07:47:56,18-11-2022 08:45:11,18-11-2022 11:12:26,18-11-2022 07:47:57,18-11-2022 07:50:05,18-11-2022 08:38:14,18-11-2022 11:10:53,18-11-2022 11:12:23,18-11-2022 11:23:15,,GUE,Guerrero,Cliente ENVIA,20200,54.000,0,APODACA
Guerrero,11/18/2022 23:54:00,47379970,18-11-2022 22:24:00,H000122205,CLIENTE95,019,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,37.015,18-11-2022 22:50:15,18-11-2022 23:26:24,18-11-2022 23:36:21,18-11-2022 22:50:17,18-11-2022 22:57:08,18-11-2022 22:55:56,18-11-2022 23:26:25,18-11-2022 23:36:21,18-11-2022 23:54:00,MANUAL,GUE,Guerrero,Cliente ENVIA,37230,54.000,0,APODACA
Guerrero,11/19/2022 12:22:41,47389350,19-11-2022 09:21:00,,CLIENTE125,19,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,34.516,19-11-2022 09:03:06,19-11-2022 10:27:59,19-11-2022 12:06:57,19-11-2022 09:03:08,19-11-2022 09:20:31,19-11-2022 09:26:30,19-11-2022 11:35:48,19-11-2022 11:45:46,19-11-2022 12:22:41,,GUE,Guerrero,Traslado Externo,34600,54.000,0,San Nicolas de los G
Guerrero,11/20/2022 16:36:50,47391828,19-11-2022 23:59:00,,CLIENTE125,19,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,30.511,20-11-2022 09:41:55,20-11-2022 09:50:14,20-11-2022 15:53:18,20-11-2022 09:41:56,20-11-2022 09:43:38,20-11-2022 09:43:32,20-11-2022 15:53:09,20-11-2022 15:53:16,20-11-2022 16:36:50,,GUE,Guerrero,Traslado Externo,30390,54.000,0,San Nicolas de los G
Guerrero,11/21/2022 05:14:18,47402952,20-11-2022 00:28:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,34.41,20-11-2022 20:51:01,21-11-2022 04:20:59,21-11-2022 04:51:30,20-11-2022 20:51:03,20-11-2022 20:54:04,21-11-2022 03:54:48,21-11-2022 04:21:50,21-11-2022 04:51:27,21-11-2022 05:14:18,,GUE,Guerrero,Traslado Externo,34340,54.000,0,Monterrey
Guerrero,11/23/2022 17:08:45,47470252,24-11-2022 02:22:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,21.73,23-11-2022 14:47:21,23-11-2022 16:39:34,23-11-2022 16:51:29,23-11-2022 14:47:23,23-11-2022 14:48:48,23-11-2022 15:52:54,23-11-2022 16:39:37,23-11-2022 16:51:29,23-11-2022 17:08:44,MANUAL,GUE,Guerrero,Traslado Externo,21660,54.000,0,Monterrey
Guerrero,11/24/2022 10:52:10,47499393,24-11-2022 08:10:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,37.546,24-11-2022 08:51:54,24-11-2022 08:58:49,24-11-2022 10:40:46,24-11-2022 08:51:56,24-11-2022 08:53:30,24-11-2022 08:54:01,24-11-2022 09:17:46,24-11-2022 10:16:31,24-11-2022 10:52:10,,GUE,Guerrero,Traslado Externo,37440,54.000,0,Monterrey
Guerrero,11/25/2022 13:05:56,47511606,24-11-2022 19:17:00,,CLIENTE166,19,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,21.415,25-11-2022 11:07:46,25-11-2022 11:57:27,25-11-2022 12:41:27,25-11-2022 11:07:47,25-11-2022 11:09:28,25-11-2022 11:09:22,25-11-2022 11:57:31,25-11-2022 12:41:27,25-11-2022 13:05:55,MANUAL,GUE,Guerrero,Traslado Externo,21310,54.000,0,Pesqueria
Guerrero,11/26/2022 17:19:17,47546757,26-11-2022 23:59:00,H000122204,CLIENTE163,019,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,27.857,26-11-2022 11:22:26,26-11-2022 13:43:26,26-11-2022 17:00:25,26-11-2022 11:22:28,26-11-2022 11:24:01,26-11-2022 12:10:13,26-11-2022 17:00:16,26-11-2022 17:00:24,26-11-2022 17:19:17,MANUAL,GUE,Guerrero,Cliente ENVIA,27780,54.000,0,APODACA
Guerrero,11/26/2022 17:19:17,47546757,26-11-2022 23:59:00,H000122204,CLIENTE163,019,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,27.857,26-11-2022 11:22:26,26-11-2022 13:43:26,26-11-2022 17:00:25,26-11-2022 11:22:28,26-11-2022 11:24:01,26-11-2022 12:10:13,26-11-2022 17:00:16,26-11-2022 17:00:24,26-11-2022 17:19:17,MANUAL,GUE,Guerrero,Cliente ENVIA,27780,54.000,0,APODACA
Guerrero,11/28/2022 20:18:33,47593226,28-11-2022 13:27:00,H000068802,CLIENTE209,019,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,36.222,28-11-2022 15:15:45,28-11-2022 18:33:58,28-11-2022 20:05:50,28-11-2022 15:15:46,28-11-2022 15:20:00,28-11-2022 15:16:02,28-11-2022 18:36:46,28-11-2022 20:05:48,28-11-2022 20:18:31,,GUE,Guerrero,Cliente ENVIA,36170,54.000,0,PESQUERIA
Guerrero,11/28/2022 20:18:33,47593226,28-11-2022 13:27:00,H000068802,CLIENTE209,019,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,36.222,28-11-2022 15:15:45,28-11-2022 18:33:58,28-11-2022 20:05:50,28-11-2022 15:15:46,28-11-2022 15:20:00,28-11-2022 15:16:02,28-11-2022 18:36:46,28-11-2022 20:05:48,28-11-2022 20:18:31,,GUE,Guerrero,Cliente ENVIA,36170,54.000,0,PESQUERIA
Guerrero,11/29/2022 18:36:30,47617694,29-11-2022 16:22:00,H000068802,CLIENTE209,019,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,36.735,29-11-2022 13:32:26,29-11-2022 13:45:18,29-11-2022 18:21:09,29-11-2022 13:32:27,29-11-2022 13:34:03,29-11-2022 16:51:22,29-11-2022 18:20:59,29-11-2022 18:21:00,29-11-2022 18:36:30,,GUE,Guerrero,Cliente ENVIA,36770,54.000,0,PESQUERIA
Guerrero,11/29/2022 18:36:30,47617694,29-11-2022 16:22:00,H000068802,CLIENTE209,019,Nuevo Leon,TRANPORTE63,106890,CHOFER555,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,36.735,29-11-2022 13:32:26,29-11-2022 13:45:18,29-11-2022 18:21:09,29-11-2022 13:32:27,29-11-2022 13:34:03,29-11-2022 16:51:22,29-11-2022 18:20:59,29-11-2022 18:21:00,29-11-2022 18:36:30,,GUE,Guerrero,Cliente ENVIA,36770,54.000,0,PESQUERIA
Guerrero,04-10-2022 22:13:23,46335020,03-10-2022 23:59:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,HOJA,PLANOS,27.936,04-10-2022 16:34:16,04-10-2022 20:29:54,04-10-2022 21:27:53,04-10-2022 16:34:17,04-10-2022 16:40:15,04-10-2022 16:34:23,04-10-2022 21:27:36,04-10-2022 21:27:53,04-10-2022 22:13:23,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,28440,54.000,0,NUEVO LAREDO
Guerrero,10/19/2022 07:19:08,46716146,19-10-2022 02:37:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,CINTA,PLANOS,33.069,19-10-2022 04:11:23,19-10-2022 05:21:39,19-10-2022 05:35:48,19-10-2022 04:11:24,19-10-2022 04:21:01,19-10-2022 04:11:27,19-10-2022 05:21:39,19-10-2022 05:35:48,19-10-2022 07:19:08,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,33350,54.000,0,NUEVO LAREDO
Guerrero,10/19/2022 07:19:08,46716146,19-10-2022 02:37:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,CINTA,PLANOS,33.069,19-10-2022 04:11:23,19-10-2022 05:21:39,19-10-2022 05:35:48,19-10-2022 04:11:24,19-10-2022 04:21:01,19-10-2022 04:11:27,19-10-2022 05:21:39,19-10-2022 05:35:48,19-10-2022 07:19:08,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,33350,54.000,0,NUEVO LAREDO
Guerrero,10/21/2022 06:26:47,46762978,21-10-2022 23:35:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,18.264,21-10-2022 03:35:12,21-10-2022 04:49:46,21-10-2022 05:39:09,21-10-2022 03:35:14,21-10-2022 03:42:30,21-10-2022 03:50:13,21-10-2022 05:17:52,21-10-2022 05:39:09,21-10-2022 06:26:47,MANUAL,GUE,Guerrero,Cliente ENVIA,18570,54.000,0,NUEVO LAREDO
Guerrero,10/21/2022 06:26:47,46762978,21-10-2022 23:35:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,18.264,21-10-2022 03:35:12,21-10-2022 04:49:46,21-10-2022 05:39:09,21-10-2022 03:35:14,21-10-2022 03:42:30,21-10-2022 03:50:13,21-10-2022 05:17:52,21-10-2022 05:39:09,21-10-2022 06:26:47,MANUAL,GUE,Guerrero,Cliente ENVIA,18570,54.000,0,NUEVO LAREDO
Guerrero,10/21/2022 06:26:47,46762978,21-10-2022 23:35:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,18.264,21-10-2022 03:35:12,21-10-2022 04:49:46,21-10-2022 05:39:09,21-10-2022 03:35:14,21-10-2022 03:42:30,21-10-2022 03:50:13,21-10-2022 05:17:52,21-10-2022 05:39:09,21-10-2022 06:26:47,MANUAL,GUE,Guerrero,Cliente ENVIA,18570,54.000,0,NUEVO LAREDO
Guerrero,10/21/2022 06:26:47,46762978,21-10-2022 23:35:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,18.264,21-10-2022 03:35:12,21-10-2022 04:49:46,21-10-2022 05:39:09,21-10-2022 03:35:14,21-10-2022 03:42:30,21-10-2022 03:50:13,21-10-2022 05:17:52,21-10-2022 05:39:09,21-10-2022 06:26:47,MANUAL,GUE,Guerrero,Cliente ENVIA,18570,54.000,0,NUEVO LAREDO
Guerrero,10/21/2022 06:26:47,46762978,21-10-2022 23:35:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,18.264,21-10-2022 03:35:12,21-10-2022 04:49:46,21-10-2022 05:39:09,21-10-2022 03:35:14,21-10-2022 03:42:30,21-10-2022 03:50:13,21-10-2022 05:17:52,21-10-2022 05:39:09,21-10-2022 06:26:47,MANUAL,GUE,Guerrero,Cliente ENVIA,18570,54.000,0,NUEVO LAREDO
Guerrero,10/26/2022 03:11:48,46872141,26-10-2022 20:39:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,29.755,25-10-2022 21:14:18,26-10-2022 00:37:40,26-10-2022 02:35:24,25-10-2022 21:14:19,25-10-2022 21:19:41,26-10-2022 00:01:35,26-10-2022 02:34:59,26-10-2022 02:35:24,26-10-2022 03:11:48,MANUAL,GUE,Guerrero,Cliente ENVIA,30050,54.000,0,NUEVO LAREDO
Guerrero,10/26/2022 03:11:48,46872141,26-10-2022 20:39:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,29.755,25-10-2022 21:14:18,26-10-2022 00:37:40,26-10-2022 02:35:24,25-10-2022 21:14:19,25-10-2022 21:19:41,26-10-2022 00:01:35,26-10-2022 02:34:59,26-10-2022 02:35:24,26-10-2022 03:11:48,MANUAL,GUE,Guerrero,Cliente ENVIA,30050,54.000,0,NUEVO LAREDO
Guerrero,10/26/2022 03:11:48,46872141,26-10-2022 20:39:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,29.755,25-10-2022 21:14:18,26-10-2022 00:37:40,26-10-2022 02:35:24,25-10-2022 21:14:19,25-10-2022 21:19:41,26-10-2022 00:01:35,26-10-2022 02:34:59,26-10-2022 02:35:24,26-10-2022 03:11:48,MANUAL,GUE,Guerrero,Cliente ENVIA,30050,54.000,0,NUEVO LAREDO
Guerrero,10/26/2022 03:11:48,46872141,26-10-2022 20:39:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,29.755,25-10-2022 21:14:18,26-10-2022 00:37:40,26-10-2022 02:35:24,25-10-2022 21:14:19,25-10-2022 21:19:41,26-10-2022 00:01:35,26-10-2022 02:34:59,26-10-2022 02:35:24,26-10-2022 03:11:48,MANUAL,GUE,Guerrero,Cliente ENVIA,30050,54.000,0,NUEVO LAREDO
Guerrero,10/26/2022 03:11:48,46872141,26-10-2022 20:39:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,29.755,25-10-2022 21:14:18,26-10-2022 00:37:40,26-10-2022 02:35:24,25-10-2022 21:14:19,25-10-2022 21:19:41,26-10-2022 00:01:35,26-10-2022 02:34:59,26-10-2022 02:35:24,26-10-2022 03:11:48,MANUAL,GUE,Guerrero,Cliente ENVIA,30050,54.000,0,NUEVO LAREDO
Guerrero,10/26/2022 03:11:48,46872141,26-10-2022 20:39:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,29.755,25-10-2022 21:14:18,26-10-2022 00:37:40,26-10-2022 02:35:24,25-10-2022 21:14:19,25-10-2022 21:19:41,26-10-2022 00:01:35,26-10-2022 02:34:59,26-10-2022 02:35:24,26-10-2022 03:11:48,MANUAL,GUE,Guerrero,Cliente ENVIA,30050,54.000,0,NUEVO LAREDO
Guerrero,10/26/2022 03:11:48,46872141,26-10-2022 20:39:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,29.755,25-10-2022 21:14:18,26-10-2022 00:37:40,26-10-2022 02:35:24,25-10-2022 21:14:19,25-10-2022 21:19:41,26-10-2022 00:01:35,26-10-2022 02:34:59,26-10-2022 02:35:24,26-10-2022 03:11:48,MANUAL,GUE,Guerrero,Cliente ENVIA,30050,54.000,0,NUEVO LAREDO
Guerrero,11/09/2022 08:44:09,47174499,10-11-2022 00:19:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,HOJA,PLANOS,18.5,09-11-2022 06:59:23,09-11-2022 07:58:21,09-11-2022 08:43:29,09-11-2022 06:59:24,09-11-2022 07:00:45,09-11-2022 07:16:16,09-11-2022 08:43:11,09-11-2022 08:43:29,09-11-2022 08:44:08,MANUAL,GUE,Guerrero,Cliente ENVIA,18710,54.000,0,NUEVO LAREDO
Guerrero,11/11/2022 18:13:39,47207573,11-11-2022 14:55:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,HOJA,PLANOS,27.206,11-11-2022 13:15:32,11-11-2022 16:16:22,11-11-2022 17:42:14,11-11-2022 13:15:33,11-11-2022 13:24:37,11-11-2022 15:16:19,11-11-2022 17:41:52,11-11-2022 17:42:14,11-11-2022 18:13:39,MANUAL,GUE,Guerrero,Cliente ENVIA,27590,54.000,0,NUEVO LAREDO
Guerrero,11/11/2022 18:13:39,47207573,11-11-2022 14:55:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,HOJA,PLANOS,27.206,11-11-2022 13:15:32,11-11-2022 16:16:22,11-11-2022 17:42:14,11-11-2022 13:15:33,11-11-2022 13:24:37,11-11-2022 15:16:19,11-11-2022 17:41:52,11-11-2022 17:42:14,11-11-2022 18:13:39,MANUAL,GUE,Guerrero,Cliente ENVIA,27590,54.000,0,NUEVO LAREDO
Guerrero,11/15/2022 00:48:15,47292466,14-11-2022 23:59:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,CINTA,PLANOS,31.977,14-11-2022 23:05:16,14-11-2022 23:30:44,14-11-2022 23:35:01,14-11-2022 23:05:20,14-11-2022 23:14:02,14-11-2022 23:14:51,14-11-2022 23:30:45,14-11-2022 23:35:01,15-11-2022 00:48:15,MANUAL,GUE,Guerrero,Cliente ENVIA,32020,54.000,0,NUEVO LAREDO
Guerrero,11/16/2022 16:30:03,47317034,16-11-2022 23:59:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,HOJA,PLANOS,34.954,16-11-2022 10:19:53,16-11-2022 15:21:47,16-11-2022 16:06:25,16-11-2022 10:19:54,16-11-2022 10:53:57,16-11-2022 11:23:41,16-11-2022 16:06:09,16-11-2022 16:06:25,16-11-2022 16:30:03,MANUAL,GUE,Guerrero,Cliente ENVIA,35740,54.000,0,NUEVO LAREDO
Guerrero,11/18/2022 01:19:01,47357445,17-11-2022 23:59:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,33.53,17-11-2022 19:37:22,17-11-2022 23:46:05,18-11-2022 00:46:37,17-11-2022 19:37:24,17-11-2022 19:47:36,17-11-2022 23:13:47,18-11-2022 00:46:10,18-11-2022 00:46:37,18-11-2022 01:19:01,MANUAL,GUE,Guerrero,Cliente ENVIA,34010,54.000,0,NUEVO LAREDO
Guerrero,11/18/2022 01:19:01,47357445,17-11-2022 23:59:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,33.53,17-11-2022 19:37:22,17-11-2022 23:46:05,18-11-2022 00:46:37,17-11-2022 19:37:24,17-11-2022 19:47:36,17-11-2022 23:13:47,18-11-2022 00:46:10,18-11-2022 00:46:37,18-11-2022 01:19:01,MANUAL,GUE,Guerrero,Cliente ENVIA,34010,54.000,0,NUEVO LAREDO
Guerrero,11/18/2022 01:19:01,47357445,17-11-2022 23:59:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,33.53,17-11-2022 19:37:22,17-11-2022 23:46:05,18-11-2022 00:46:37,17-11-2022 19:37:24,17-11-2022 19:47:36,17-11-2022 23:13:47,18-11-2022 00:46:10,18-11-2022 00:46:37,18-11-2022 01:19:01,MANUAL,GUE,Guerrero,Cliente ENVIA,34010,54.000,0,NUEVO LAREDO
Guerrero,11/18/2022 01:19:01,47357445,17-11-2022 23:59:00,H010005034,CLIENTE190,028,TAMAULIPAS,TRANPORTE31,102660,CHOFER556,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,"CINTA,HOJA",PLANOS,33.53,17-11-2022 19:37:22,17-11-2022 23:46:05,18-11-2022 00:46:37,17-11-2022 19:37:24,17-11-2022 19:47:36,17-11-2022 23:13:47,18-11-2022 00:46:10,18-11-2022 00:46:37,18-11-2022 01:19:01,MANUAL,GUE,Guerrero,Cliente ENVIA,34010,54.000,0,NUEVO LAREDO
